"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Identification Date","Identification Analyst","Advanced ID Date","Advanced ID Analyst","Microhabitat Type","Plot Number","Common Name","Scientific Name","Taxonomic Resolution","Unique Taxonomic Identification Number"
Rotation 1,1378,2008,06-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,TD,1,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1378,2008,06-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,TD,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,TD,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,TD,1,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,TD,1,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,UH,1,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,UH,1,Broom Moss,Dicranum scoparium,Species,99000335,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,UH,1,Wavy Dicranum,Dicranum polysetum,Species,99000334,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,UH,1,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,UH,1,Common Hair-cap,Polytrichum commune,Species,99000865,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,UH,1,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,UH,1,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,UH,1,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,WSB,1,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,1,VNA,Plagiochila porelloides,Species,99001351,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,1,VNA,Rhizomnium pseudopunctatum,Species,99000785,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,1,VNA,Distichium capillaceum,Species,99001106,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,1,VNA,Bryum,Genus,99000545,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,1,SNI,SNI,VNA,VNA,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,1,VNA,Aneura pinguis,Species,99001279,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,1,VNA,Myurella julacea,Species,99000909,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,WSB,1,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,1,Wavy Dicranum,Dicranum undulatum,Species,98286732,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,1,VNA,Bryum,Genus,99000545,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,1,VNA,Plagiomnium ellipticum,Species,99000961,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,1,VNA,Hypnum pratense,Species,99001081,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,1,Peat Moss,Sphagnum warnstorfii,Species,99000310,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,1,VNA,Rhizomnium gracile,Species,99000782,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,WSB,1,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,1,Wavy Dicranum,Dicranum undulatum,Species,98286732,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,1,VNA,Palustriella commutata,Species,99001345,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,WSB,1,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,DT,2,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,DT,2,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,DT,2,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,DT,2,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,DT,2,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,DT,2,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,DT,2,VNA,Plagiothecium laetum,Species,99000838,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,DT,2,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,DT,2,Wavy Dicranum,Dicranum polysetum,Species,99000334,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,DT,2,VNA,Bryum,Genus,99000545,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,DT,2,Juniper Polytrichum Moss,Polytrichum juniperinum,Species,99000866,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,DT,2,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,DT,2,Fuscous Moss,Dicranum fuscescens,Species,99000331,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,DT,2,Whip Fork Moss,Dicranum flagellare,Species,99000329,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,DT,2,Wavy Dicranum,Dicranum polysetum,Species,99000334,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,DT,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LS,2,Cushion Moss,Dicranum fragilifolium,Species,99000330,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LS,2,VNA,Jamesoniella autumnalis,Species,99001089,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,LS,2,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,LS,2,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LS,2,Cushion Moss,Dicranum fragilifolium,Species,99000330,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LS,2,Cushion Moss,Dicranum fragilifolium,Species,99000330,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,LS,2,Wavy Dicranum,Dicranum polysetum,Species,99000334,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,LS,2,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,LS,2,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,UH,2,Wavy Dicranum,Dicranum polysetum,Species,99000334,
Rotation 1,1378,2008,06-Jul-08,MPA,VNA,VNA,DNC,DNC,UH,2,SNI,SNI,VNA,VNA,
Rotation 1,1378,2008,06-Jul-08,MPA,20-Aug-08,MPA,DNC,DNC,UH,2,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1378,2008,06-Jul-08,MPA,20-Aug-08,MPA,DNC,DNC,UH,2,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1378,2008,06-Jul-08,MPA,20-Aug-08,MPA,DNC,DNC,UH,2,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,UH,2,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,2,VNA,Cratoneuron filicinum,Species,99001172,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,WSB,2,Golden Moss,Tomentypnum nitens,Species,99000763,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,WSB,2,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,2,VNA,Distichium capillaceum,Species,99001106,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,2,VNA,Plagiomnium ellipticum,Species,99000961,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,2,VNA,Platydictya jungermannioides,Species,99000839,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,2,VNA,Myurella julacea,Species,99000909,
Rotation 1,1378,2008,06-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,WSB,2,VNA,Bryum,Genus,99000545,
Rotation 1,1378,2008,06-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,WSB,2,VNA,Platydictya jungermannioides,Species,99000839,
Rotation 1,1378,2008,06-Jul-08,MPA,19-Aug-09,LML,DNC,DNC,WSB,2,VNA,Lophozia rutheana,Species,99001007,
Rotation 1,1378,2008,06-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,WSB,2,VNA,Platydictya jungermannioides,Species,99000839,
Rotation 1,1378,2008,06-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,WSB,2,VNA,Blepharostoma trichophyllum,Species,99001315,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,2,VNA,Palustriella commutata,Species,99001345,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,WSB,2,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1378,2008,06-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,WSB,2,VNA,Myurella julacea,Species,99000909,
Rotation 1,1378,2008,06-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,WSB,2,VNA,Cratoneuron filicinum,Species,99001172,
Rotation 1,1378,2008,06-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,WSB,2,VNA,Distichium capillaceum,Species,99001106,
Rotation 1,1378,2008,06-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,WSB,2,VNA,Campylium stellatum,Species,99001144,
Rotation 1,1378,2008,06-Jul-08,MPA,31-Aug-09,JCD,DNC,DNC,WSB,2,VNA,Palustriella commutata,Species,99001345,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,UH,3,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,UH,3,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,UH,3,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,UH,3,VNA,Polytrichum strictum,Species,99000872,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,UH,3,Wavy Dicranum,Dicranum polysetum,Species,99000334,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,UH,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,UH,3,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,3,VNA,Palustriella commutata,Species,99001345,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,3,VNA,Campylium stellatum,Species,99001144,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,3,VNA,Bryum,Genus,99000545,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,3,VNA,Campylium stellatum,Species,99001144,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,3,VNA,Palustriella commutata,Species,99001345,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,3,VNA,Cratoneuron filicinum,Species,99001172,
Rotation 1,1378,2008,06-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,WSB,3,VNA,Cratoneuron filicinum,Species,99001172,
Rotation 1,1378,2008,06-Jul-08,MPA,19-Aug-09,LML,DNC,DNC,WSB,3,VNA,Lophozia bantriensis,Species,99000993,
Rotation 1,1378,2008,06-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,WSB,3,VNA,Cratoneuron filicinum,Species,99001172,
Rotation 1,1378,2008,06-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,WSB,3,VNA,Bryum,Genus,99000545,
Rotation 1,1378,2008,06-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,WSB,3,VNA,Rhizomnium gracile,Species,99000782,
Rotation 1,1378,2008,06-Jul-08,MPA,19-Aug-09,LML,DNC,DNC,WSB,3,VNA,Aneura pinguis,Species,99001279,
Rotation 1,1378,2008,06-Jul-08,MPA,19-Aug-09,LML,DNC,DNC,WSB,3,VNA,Lophozia bantriensis,Species,99000993,
Rotation 1,1378,2008,06-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,WSB,3,VNA,Palustriella commutata,Species,99001345,
Rotation 1,1378,2008,06-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,WSB,3,VNA,Blepharostoma trichophyllum,Species,99001315,
Rotation 1,1378,2008,06-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,WSB,3,VNA,Platydictya jungermannioides,Species,99000839,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,WSB,3,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,3,VNA,Palustriella commutata,Species,99001345,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,4,VNA,Palustriella commutata,Species,99001345,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,4,Golden Moss,Tomentypnum nitens,Species,99000763,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,4,Schreberian Fork Moss,Dicranella schreberiana,Species,99001194,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,WSB,4,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,4,VNA,Campylium stellatum,Species,99001144,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,WSB,4,Golden Moss,Tomentypnum nitens,Species,99000763,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,WSB,4,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,WSB,4,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,4,Peat Moss,Sphagnum warnstorfii,Species,99000310,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,4,VNA,Palustriella commutata,Species,99001345,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,4,SNI,SNI,VNA,VNA,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,4,VNA,Cratoneuron filicinum,Species,99001172,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,4,VNA,Bryum,Genus,99000545,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,4,VNA,Myurella julacea,Species,99000909,
Rotation 1,1378,2008,06-Jul-08,MPA,21-Aug-08,MPA,DNC,DNC,WSB,4,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,4,Peat Moss,Sphagnum warnstorfii,Species,99000310,
Rotation 1,1378,2008,06-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,WSB,4,VNA,Bryum,Genus,99000545,
Rotation 1,1378,2008,06-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,WSB,4,VNA,Aneura pinguis,Species,99001279,
Rotation 1,1378,2008,06-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,WSB,4,Black Golf Club Moss,Catoscopium nigritum,Species,99001145,
Rotation 1,1378,2008,06-Jul-08,MPA,19-Aug-09,LML,DNC,DNC,WSB,4,VNA,Lophozia bantriensis,Species,99000993,
Rotation 1,1378,2008,06-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,WSB,4,VNA,Palustriella commutata,Species,99001345,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,4,SNI,SNI,VNA,VNA,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,4,SNI,SNI,VNA,VNA,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,4,VNA,Rhizomnium gracile,Species,99000782,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,4,VNA,Cephalozia,Genus,99000558,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,4,SNI,SNI,VNA,VNA,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,4,VNA,Bryum,Genus,99000545,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,4,VNA,Bryum,Genus,99000545,
Rotation 1,1378,2008,06-Jul-08,MPA,2-Sep-09,JCD,DNC,DNC,WSB,4,SNI,SNI,VNA,VNA,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,DT,1,Fuscous Moss,Dicranum fuscescens,Species,99000331,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,DT,1,VNA,Tritomaria exsectiformis,Species,99000712,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,DT,1,VNA,Thuidium recognitum,Species,99000757,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,DT,1,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,DT,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,DT,1,Juniper Polytrichum Moss,Polytrichum juniperinum,Species,99000866,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,DT,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,DT,1,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,DT,1,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,DT,1,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,DT,1,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,DT,1,VNA,Plagiomnium medium,Species,99000962,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,DT,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,DT,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,DT,1,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,DT,1,VNA,Tetraphis pellucida,Species,99000360,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,DT,1,Broom Moss,Dicranum scoparium,Species,99000335,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,DT,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,DT,1,SNI,SNI,VNA,VNA,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LH,1,Common Hair-cap,Polytrichum commune,Species,99000865,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LH,1,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LH,1,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,1,VNA,Anastrophyllum hellerianum,Species,99001272,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,1,VNA,Tritomaria exsectiformis,Species,99000712,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,1,Fuscous Moss,Dicranum fuscescens,Species,99000331,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,1,VNA,Anastrophyllum hellerianum,Species,99001272,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,1,Juniper Polytrichum Moss,Polytrichum juniperinum,Species,99000866,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,1,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,1,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,1,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,1,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,1,Fuscous Moss,Dicranum fuscescens,Species,99000331,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,1,VNA,Lepidozia reptans,Species,99000975,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,1,SNI,SNI,VNA,VNA,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,1,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,RR,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,18-Aug-08,MPA,DNC,DNC,RR,1,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,RR,1,Common Hair-cap,Polytrichum commune,Species,99000865,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,RR,1,VNA,Bryum,Genus,99000545,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,RR,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,RR,1,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,RR,1,VNA,Plagiomnium ellipticum,Species,99000961,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,RR,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,RR,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,TC,1,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,TC,1,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,TC,1,VNA,Sanionia uncinata,Species,99000804,
