"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Quadrant","Stratum","Identification Date","Identification Analyst","Common Name","Scientific Name","Taxonomic Resolution","Unique Taxonomic Identification Number","Identification Qualifier ","Qualifier Taxonomic Rank "
Rotation 1,1212,2017,28-May-17,EED,SE,Upland,17-Jan-19,BM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SE,Upland,17-Jan-19,BM,Willow Feather-moss,Hygroamblystegium varium,Species,99001268,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SE,Upland,16-Aug-17,BM,Red-stemmed Feather-moss,Pleurozium schreberi,Species,99000843,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SE,Upland,16-Aug-17,BM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SE,Upland,17-Jan-19,BM,Red-stemmed Feather-moss,Pleurozium schreberi,Species,99000843,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SE,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Aug-17,THI,Knight's Plume Moss,Ptilidium pulcherrimum,Species,99000893,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Aug-17,moss10,Knight's Plume Moss,Ptilidium pulcherrimum,Species,99000893,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Marsh Thyme-moss,Plagiomnium ellipticum,Species,99000961,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,VNA,Orthotrichum,Genus,99000633,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Aug-17,moss10,Sickle-leaved Hook-moss,Sanionia uncinata,Species,99000804,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Cord Moss,Eurhynchiastrum pulchellum,Species,99001127,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Glaucous-headed Earwort,Scapania glaucocephala,Species,99000814,cf.,Genus,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Glaucous-headed Earwort,Scapania glaucocephala,Species,99000814,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,VNA,Brachythecium,Genus,99000537,s.l.,Genus,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Glaucous-headed Earwort,Scapania glaucocephala,Species,99000814,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,VNA,Bryaceae,Family,99000494,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Aspen Stocking Moss,Ptilium crista-castrensis,Species,99000894,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Willow Feather-moss,Hygroamblystegium varium,Species,99001268,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Marsh Thyme-moss,Plagiomnium ellipticum,Species,99000961,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Glaucous-headed Earwort,Scapania glaucocephala,Species,99000814,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,cf.,Genus,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,VNA,Orthotrichum,Genus,99000633,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,VNA,Amblystegiaceae,Family,99000480,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,VNA,Orthotrichum,Genus,99000633,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Tinyleaf Small Plume Moss,Haplocladium microphyllum,Species,99001215,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Log/Stump,17-Jan-19,BM,Glaucous-headed Earwort,Scapania glaucocephala,Species,99000814,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Rock,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Tree/Other,16-Jan-19,BM,Cord Moss,Eurhynchiastrum pulchellum,Species,99001127,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Tree/Other,16-Jan-19,BM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Tree/Other,16-Jan-19,BM,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Tree/Other,16-Jan-19,BM,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Tree/Other,16-Jan-19,BM,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Tree/Other,16-Aug-17,moss10,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Tree/Other,16-Jan-19,BM,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,Species,99000932,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Tree/Other,16-Aug-17,THI,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Tree/Other,16-Jan-19,BM,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Tree/Other,16-Jan-19,BM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Upland,16-Jan-19,BM,Cord Moss,Eurhynchiastrum pulchellum,Species,99001127,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Upland,16-Jan-19,BM,Bristly Bentleaf Moss,Campylophyllum hispidulum,Species,99001260,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Upland,16-Jan-19,BM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Upland,16-Jan-19,BM,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Upland,17-Jan-19,BM,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Upland,16-Jan-19,BM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Upland,16-Jan-19,BM,VNA,Bryaceae,Family,99000494,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Upland,16-Jan-19,BM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Upland,16-Jan-19,BM,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Upland,17-Jan-19,BM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Upland,17-Jan-19,BM,VNA,Brachytheciaceae,Family,99000491,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Upland,17-Aug-17,moss10,Red-stemmed Feather-moss,Pleurozium schreberi,Species,99000843,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Upland,17-Aug-17,THI,Sickle-leaved Hook-moss,Sanionia uncinata,Species,99000804,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Upland,16-Jan-19,BM,Cord Moss,Eurhynchiastrum pulchellum,Species,99001127,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Upland,17-Jan-19,BM,VNA,Bryaceae,Family,99000494,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Upland,17-Jan-19,BM,VNA,Tortula,Genus,99000697,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Upland,17-Jan-19,BM,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Upland,17-Jan-19,BM,Cord Moss,Eurhynchiastrum pulchellum,Species,99001127,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Upland,17-Jan-19,BM,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1212,2017,28-May-17,EED,SW,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1216,2011,11-Jun-11,MKN,NW,Upland,07-Jan-12,EFE,SNI,SNI,VNA,VNA,VNA,VNA,
Rotation 1,1216,2011,11-Jun-11,MKN,NW,Upland,07-Jan-12,EFE,SNI,SNI,VNA,VNA,VNA,VNA,
Rotation 1,1216,2011,11-Jun-11,MKN,SE,Upland,07-Jan-12,EFE,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1216,2011,11-Jun-11,MKN,SE,Upland,07-Jan-12,EFE,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1216,2011,11-Jun-11,MKN,SE,Upland,07-Jan-12,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1216,2011,11-Jun-11,MKN,SW,Upland,07-Jan-12,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1217,2011,12-Jun-11,MKN,NE,Log/Stump,22-Aug-11,MKN,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1217,2011,12-Jun-11,MKN,NE,Log/Stump,07-Jan-12,EFE,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1217,2011,12-Jun-11,MKN,NE,Log/Stump,07-Jan-12,EFE,VNA,Hypnaceae,Family,99000447,VNA,VNA,
Rotation 1,1217,2011,12-Jun-11,MKN,NE,Log/Stump,07-Jan-12,EFE,VNA,Leskea polycarpa,Species,99000981,VNA,VNA,
Rotation 1,1217,2011,12-Jun-11,MKN,NE,Log/Stump,07-Jan-12,EFE,VNA,Hypnaceae,Family,99000447,VNA,VNA,
Rotation 1,1217,2011,12-Jun-11,MKN,NE,Tree/Other,22-Aug-11,MKN,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1217,2011,12-Jun-11,MKN,NE,Tree/Other,07-Jan-12,EFE,VNA,Hypnaceae,Family,99000447,VNA,VNA,
Rotation 1,1217,2011,12-Jun-11,MKN,NE,Tree/Other,07-Jan-12,EFE,VNA,Leskea polycarpa,Species,99000981,VNA,VNA,
Rotation 1,1217,2011,12-Jun-11,MKN,NE,Tree/Other,07-Jan-12,EFE,VNA,Hypnaceae,Family,99000447,VNA,VNA,
Rotation 1,1217,2011,12-Jun-11,MKN,SE,Log/Stump,22-Aug-11,MKN,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1217,2011,12-Jun-11,MKN,SE,Log/Stump,07-Jan-12,EFE,VNA,Hypnaceae,Family,99000447,VNA,VNA,
Rotation 1,1217,2011,12-Jun-11,MKN,SE,Log/Stump,07-Jan-12,EFE,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1217,2011,12-Jun-11,MKN,SE,Log/Stump,07-Jan-12,EFE,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1217,2011,12-Jun-11,MKN,SE,Tree/Other,22-Aug-11,MKN,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1217,2011,12-Jun-11,MKN,SW,Upland,07-Jan-12,EFE,VNA,Brachythecium,Genus,99000537,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Log/Stump,04-Jan-12,EFE,Flat-brocade Moss,Platygyrium repens,Species,99000841,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Log/Stump,22-Aug-11,CDA,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Log/Stump,04-Jan-12,EFE,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,SNI,SNI,VNA,VNA,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,Hairy Screw Moss,Syntrichia ruralis,Species,99000708,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,VNA,Abietinella abietina,Species,99001263,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,Pipecleaner Moss,Rhytidium rugosum,Species,99000793,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,VNA,Pohlia,Genus,99000649,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,22-Aug-11,CDA,Sickle-leaved Hook-moss,Sanionia uncinata,Species,99000804,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,22-Aug-11,CDA,Cord Moss,Eurhynchiastrum pulchellum,Species,99001127,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,SNI,SNI,VNA,VNA,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,Wavy Dicranum,Dicranum scoparium,Species,99000335,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,Pipecleaner Moss,Rhytidium rugosum,Species,99000793,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,VNA,Brachythecium,Genus,99000537,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,Golden Feather-moss,Campyliadelphus chrysophyllus,Species,99001258,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,Turps Pouchwort,Geocalyx graveolens,Species,99001028,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,Golden Feather-moss,Campyliadelphus chrysophyllus,Species,99001258,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,VNA,Brachythecium,Genus,99000537,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,22-Aug-11,CDA,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,Wavy Dicranum,Dicranum scoparium,Species,99000335,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,Sickle-leaved Hook-moss,Sanionia uncinata,Species,99000804,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,VNA,Brachythecium,Genus,99000537,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,Lesser Tamarisk-moss,Thuidium recognitum,Species,99000757,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NE,Upland,04-Jan-12,EFE,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Log/Stump,04-Jan-12,EFE,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Log/Stump,04-Jan-12,EFE,Cord Moss,Eurhynchiastrum pulchellum,Species,99001127,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Log/Stump,04-Jan-12,EFE,Creeping Feather-Moss,Amblystegium serpens,Species,99001267,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Log/Stump,04-Jan-12,EFE,Sickle-leaved Hook-moss,Sanionia uncinata,Species,99000804,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Log/Stump,04-Jan-12,EFE,Mountain Spur-moss,Oncophorus wahlenbergii,Species,99000342,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Log/Stump,22-Aug-11,CDA,Sickle-leaved Hook-moss,Sanionia uncinata,Species,99000804,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Log/Stump,22-Aug-11,CDA,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Rock,04-Jan-12,EFE,Bristly Bentleaf Moss,Campylophyllum hispidulum,Species,99001260,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Tree/Other,22-Aug-11,CDA,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Upland,04-Jan-12,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Upland,04-Jan-12,EFE,VNA,Abietinella abietina,Species,99001263,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Upland,04-Jan-12,EFE,VNA,Brachythecium,Genus,99000537,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Upland,04-Jan-12,EFE,Hairy Screw Moss,Syntrichia ruralis,Species,99000708,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Upland,04-Jan-12,EFE,VNA,Barbula,Genus,99000530,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Upland,04-Jan-12,EFE,SNR,SNR,VNA,VNA,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Upland,04-Jan-12,EFE,VNA,Funaria,Genus,99000584,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Upland,22-Aug-11,CDA,Many-flowered Leskea,Pylaisia polyantha,Species,99000895,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Upland,22-Aug-11,CDA,Cord Moss,Eurhynchiastrum pulchellum,Species,99001127,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Upland,04-Jan-12,EFE,Copper Wire Moss,Pohlia cruda,Species,99000853,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Upland,04-Jan-12,EFE,Bristly Bentleaf Moss,Campylophyllum hispidulum,Species,99001260,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Upland,04-Jan-12,EFE,Woodsy Thyme-moss,Plagiomnium cuspidatum,Species,99000959,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,NW,Upland,04-Jan-12,EFE,Inclined-fruit Didymodon,Distichium inclinatum,Species,99001107,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,SE,Log/Stump,04-Jan-12,EFE,VNA,Hypnaceae,Family,99000447,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,SE,Rock,04-Jan-12,EFE,Fragile Screw Moss,Tortella fragilis,Species,99000764,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,SE,Upland,04-Jan-12,EFE,SNI,SNI,VNA,VNA,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,SE,Upland,04-Jan-12,EFE,Pipecleaner Moss,Rhytidium rugosum,Species,99000793,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,SE,Upland,04-Jan-12,EFE,SNR,SNR,VNA,VNA,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,SE,Upland,04-Jan-12,EFE,VNA,Lophozia,Genus,99000616,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,SE,Upland,04-Jan-12,EFE,SNR,SNR,VNA,VNA,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,SE,Upland,04-Jan-12,EFE,VNA,Abietinella abietina,Species,99001263,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,SE,Upland,04-Jan-12,EFE,SNR,SNR,VNA,VNA,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,SW,Upland,04-Jan-12,EFE,VNA,Bryum,Genus,99000545,VNA,VNA,
Rotation 1,1218,2011,13-Jun-11,MKN,SW,Upland,04-Jan-12,EFE,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1225,2014,11-Jun-14,CCH,NE,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1225,2014,11-Jun-14,CCH,NE,Rock,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1225,2014,11-Jun-14,CCH,NE,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1225,2014,11-Jun-14,CCH,NE,Upland,18-Aug-14,KWI2,Mosses,Bryophyta,Division,14189,VNA,VNA,
Rotation 1,1225,2014,11-Jun-14,CCH,NE,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1225,2014,11-Jun-14,CCH,NW,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1225,2014,11-Jun-14,CCH,NW,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1225,2014,11-Jun-14,CCH,NW,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1225,2014,11-Jun-14,CCH,NW,Upland,18-Aug-14,KWI2,Mosses,Bryophyta,Division,14189,VNA,VNA,
Rotation 1,1225,2014,11-Jun-14,CCH,NW,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1225,2014,11-Jun-14,CCH,SE,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1225,2014,11-Jun-14,CCH,SE,Rock,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1225,2014,11-Jun-14,CCH,SE,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1225,2014,11-Jun-14,CCH,SE,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1225,2014,11-Jun-14,CCH,SW,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1225,2014,11-Jun-14,CCH,SW,Rock,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1225,2014,11-Jun-14,CCH,SW,Tree/Other,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1225,2014,11-Jun-14,CCH,SW,Upland,VNA,VNA,NONE,NONE,VNA,VNA,VNA,VNA,
Rotation 1,1225,2014,11-Jun-14,CCH,SW,Wetland,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1226,2014,12-Jun-14,CCH,NE,Log/Stump,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
